agent_id,agent_type,model_architecture,deployment_environment,task_category,task_complexity,autonomy_level,success_rate,accuracy_score,efficiency_score,execution_time_seconds,response_latency_ms,memory_usage_mb,cpu_usage_percent,cost_per_task_cents,human_intervention_required,error_recovery_rate,multimodal_capability,edge_compatibility,privacy_compliance_score,bias_detection_score,timestamp,data_quality_score,performance_index,cost_efficiency_ratio,autonomous_capability_score
AG_01199,Social Media Manager,Falcon-180B,Edge,Decision Making,9,8,0.3,0.4156,0.4499,36.33,3078.18,609.4,109.4,0.0182,True,0.4059,False,True,0.7426,0.7377,2025-02-15 04:16:16,0.7629,0.37965000000000004,19.7734375,108.413
AG_02290,Social Media Manager,GPT-4o,Cloud,Planning & Scheduling,4,4,0.6796,0.8106,0.754,39.83,1146.89,267.3,43.1,0.016,True,0.7242,False,False,0.8523,0.6018,2025-02-15 04:16:16,0.9797,0.74122,43.60117647058823,90.69399999999999
AG_04341,Project Manager,InstructGPT,Desktop,Creative Writing,5,4,0.645,0.6948,0.6387,45.84,197.22,327.5,63.6,0.0186,True,0.7774,False,True,0.7099,0.9329,2025-02-15 04:16:16,0.8826,0.65805,33.57397959183674,94.418
AG_01318,QA Tester,InstructGPT,Mobile,Research & Summarization,9,8,0.3,0.4093,0.4491,27.57,2690.08,500.1,90.2,0.0142,True,0.3178,True,True,0.8655,0.9392,2025-02-15 04:16:16,0.7861,0.37751999999999997,24.836842105263152,102.24600000000001
AG_01366,Content Creator,PaLM-2,Desktop,Decision Making,10,9,0.3,0.4,0.3881,38.49,535.36,601.7,121.7,0.0188,True,0.3772,False,True,0.9069,0.7045,2025-02-15 04:16:16,0.8531,0.35642999999999997,18.00151515151515,116.404
AG_02434,Social Media Manager,Mixtral-8x7B,Desktop,Text Processing,6,8,0.526,0.6002,0.564,27.44,268.09,433.2,88.2,0.0135,True,0.5485,False,True,0.8675,0.7309,2025-02-15 04:16:16,0.8541,0.55966,38.597241379310354,118.395
AG_03553,Data Analyst,Mixtral-8x7B,Desktop,Creative Writing,7,5,0.4099,0.5296,0.5453,36.11,294.4,423.4,74.5,0.0163,True,0.4695,False,False,0.8883,0.6193,2025-02-15 04:16:16,0.8835,0.48643000000000003,28.11734104046243,82.865
AG_03793,Marketing Assistant,Transformer-XL,Mobile,Problem Solving,6,4,0.4557,0.4732,0.5825,102.48,674.76,395.5,82.7,0.0381,True,0.5419,False,True,0.7302,0.7623,2025-02-15 04:16:16,0.9108,0.49898999999999993,12.761892583120202,77.933
AG_01201,QA Tester,Mixtral-8x7B,Mobile,Data Analysis,6,6,0.5069,0.565,0.5853,30.06,579.31,364.6,70.2,0.0137,True,0.6433,True,True,0.8259,0.6982,2025-02-15 04:16:16,0.7824,0.5478500000000001,37.2687074829932,105.031
AG_04867,Financial Advisor,Claude-3.5,Mobile,Text Processing,3,1,0.7331,0.7816,0.7154,15.31,2488.52,281.2,39.6,0.0079,False,0.8775,False,True,0.8767,0.8088,2025-02-15 04:16:16,0.7527,0.74234,83.40898876404493,91.425
AG_03861,Customer Service,CodeT5+,Desktop,Planning & Scheduling,3,2,0.7063,0.7757,0.7388,27.41,823.73,256.4,29.4,0.0117,False,0.815,False,False,0.8162,0.8466,2025-02-15 04:16:16,0.8175,0.7368700000000001,58.0212598425197,97.05
AG_01610,Social Media Manager,Claude-3.5,Desktop,Planning & Scheduling,6,7,0.4512,0.5249,0.6311,32.23,173.48,410.1,72.2,0.0148,True,0.4531,False,True,0.951,0.9193,2025-02-15 04:16:16,0.7641,0.52728,33.372151898734174,101.717
AG_02393,Customer Service,Mixtral-8x7B,Edge,Learning & Adaptation,10,10,0.3,0.4,0.3645,118.17,608.94,556.1,83.4,0.045,True,0.4379,False,True,0.9241,0.6806,2025-02-15 04:16:16,0.8617,0.34935,7.594565217391304,130.653
AG_01353,Customer Service,CodeT5+,Hybrid,Data Analysis,7,5,0.4925,0.5044,0.4589,56.35,522.52,381.0,76.8,0.0226,True,0.6237,False,True,0.9472,0.6797,2025-02-15 04:16:16,0.9561,0.4859899999999999,20.59279661016949,93.65899999999999
AG_01403,Content Creator,PaLM-2,Edge,Learning & Adaptation,9,7,0.3,0.4,0.4279,80.09,207.72,540.3,89.7,0.0321,True,0.3418,False,True,0.8243,0.9145,2025-02-15 04:16:16,0.9058,0.36837,11.129003021148037,93.926
AG_01332,HR Recruiter,PaLM-2,Edge,Data Analysis,7,5,0.4395,0.5172,0.4963,70.97,605.67,457.1,60.3,0.0282,True,0.5005,False,True,0.8534,0.9299,2025-02-15 04:16:16,0.7883,0.47985,16.43321917808219,85.035
AG_03605,Sales Assistant,Mixtral-8x7B,Cloud,Problem Solving,9,7,0.3,0.4089,0.4225,33.53,374.12,533.6,78.0,0.0165,True,0.3299,False,False,0.7188,0.7183,2025-02-15 04:16:16,0.7688,0.36941999999999997,21.109714285714283,93.093
AG_03778,Research Assistant,Falcon-180B,Edge,Learning & Adaptation,8,10,0.3,0.5122,0.4266,38.79,1240.53,500.4,84.8,0.0179,True,0.3559,False,True,0.941,0.7471,2025-02-15 04:16:16,0.9651,0.40164,21.25079365079365,124.913
AG_03909,Document Processor,InstructGPT,Desktop,Research & Summarization,8,8,0.3,0.4794,0.4978,38.08,164.42,495.7,96.8,0.0176,True,0.3619,True,True,0.8984,0.6905,2025-02-15 04:16:16,0.8476,0.41315999999999997,22.212903225806446,105.333
AG_00311,Marketing Assistant,PaLM-2,Mobile,Data Analysis,6,4,0.542,0.5748,0.633,40.43,3696.02,383.8,54.5,0.0173,True,0.5892,False,True,0.7271,0.6619,2025-02-16 04:16:15,0.9771,0.57914,31.646994535519124,81.244
AG_00088,Research Assistant,Claude-3.5,Cloud,Problem Solving,8,6,0.3379,0.4837,0.5029,61.5,1085.27,504.0,77.0,0.0255,True,0.3466,False,False,0.7209,0.8983,2025-02-16 04:16:15,0.9777,0.43114,16.269433962264152,84.262
AG_00191,Marketing Assistant,LLaMA-3,Hybrid,Learning & Adaptation,7,9,0.3865,0.4744,0.5112,116.33,1030.28,513.3,83.8,0.0439,True,0.5286,False,False,0.7202,0.9343,2025-02-16 04:16:15,0.8702,0.45028,10.028507795100223,127.002
AG_00671,Customer Service,Transformer-XL,Desktop,Data Analysis,4,6,0.5322,0.6733,0.6356,40.06,617.88,304.1,33.1,0.0164,True,0.6509,False,False,0.8047,0.797,2025-02-16 04:16:15,0.7609,0.60555,34.80172413793103,105.563
AG_00548,Financial Advisor,InstructGPT,Server,Communication,2,3,0.7554,0.8553,0.7502,21.64,313.32,213.7,57.0,0.0094,False,0.8149,False,True,0.8943,0.7713,2025-02-16 04:16:15,0.8679,0.7838099999999999,75.36634615384615,107.043
AG_00451,Research Assistant,CodeT5+,Desktop,Data Analysis,4,5,0.6548,0.7078,0.6973,45.51,185.97,300.9,50.7,0.0182,True,0.7082,True,False,0.9209,0.6818,2025-02-16 04:16:15,0.897,0.68345,35.596354166666664,99.57400000000001
AG_01074,Content Creator,PaLM-2,Mobile,Text Processing,5,5,0.5739,0.6672,0.6584,33.54,140.69,380.0,89.2,0.015,True,0.6525,False,True,0.9561,0.9407,2025-02-16 04:16:15,0.8103,0.62724,39.2025,95.675
AG_03349,Email Manager,CodeT5+,Cloud,Planning & Scheduling,4,5,0.6429,0.6939,0.6838,24.03,313.93,240.0,49.8,0.0104,True,0.6945,False,False,0.9281,0.9328,2025-02-16 04:16:16,0.8429,0.67047,58.81315789473684,98.61500000000001
AG_01407,Email Manager,Claude-3.5,Desktop,Problem Solving,6,8,0.5977,0.6541,0.5458,94.28,268.61,398.1,83.6,0.0354,True,0.7342,False,False,0.7294,0.9468,2025-02-16 04:16:16,0.8184,0.59905,16.45741758241758,131.394
AG_04828,Research Assistant,CodeT5+,Desktop,Data Analysis,5,5,0.5524,0.6861,0.6602,23.56,204.93,393.4,54.1,0.0118,True,0.6373,True,True,0.7374,0.6456,2025-02-16 04:16:16,0.9559,0.62485,48.81640625000001,94.61099999999999
AG_03947,Sales Assistant,CodeT5+,Mobile,Text Processing,2,2,0.7912,0.7527,0.8622,32.58,1341.97,176.9,45.8,0.0126,False,0.8066,False,True,0.8273,0.6748,2025-02-16 04:16:16,0.8813,0.80095,58.893382352941174,96.46199999999999
AG_01600,Sales Assistant,Falcon-180B,Edge,Communication,2,2,0.7627,0.7896,0.7778,16.67,2778.84,211.6,65.8,0.0077,False,0.8919,False,True,0.7126,0.8007,2025-02-16 04:16:16,0.7917,0.7753,89.11494252873564,102.43299999999999
AG_03851,Code Assistant,Mixtral-8x7B,Edge,Communication,6,8,0.4317,0.4368,0.5132,17.05,1453.85,372.9,66.0,0.0094,True,0.5437,False,True,0.705,0.7378,2025-02-16 04:16:16,0.878,0.45768,44.00769230769231,118.059
AG_03488,Data Analyst,LLaMA-3,Edge,Planning & Scheduling,5,3,0.6024,0.6005,0.6822,42.42,1888.21,330.9,47.1,0.0174,True,0.683,False,True,0.9146,0.8813,2025-02-16 04:16:16,0.9488,0.62577,34.009239130434786,77.81
AG_04543,Financial Advisor,Gemini-Pro,Mobile,Data Analysis,5,3,0.547,0.7271,0.6243,53.6,5478.15,311.9,69.0,0.021,True,0.6161,True,True,0.8888,0.8738,2025-02-16 04:16:16,0.903,0.62422,28.37363636363636,73.127
AG_03964,Social Media Manager,CodeT5+,Edge,Creative Writing,5,5,0.6389,0.6179,0.5923,37.7,227.88,322.0,74.5,0.0158,True,0.7762,False,True,0.8083,0.8611,2025-02-16 04:16:16,0.8556,0.6186200000000001,36.82261904761904,104.334
AG_03830,Social Media Manager,Transformer-XL,Desktop,Creative Writing,5,7,0.5953,0.5636,0.6398,47.27,1004.41,347.1,67.9,0.0192,True,0.6203,False,True,0.9448,0.6842,2025-02-16 04:16:16,0.9212,0.59914,29.660396039603963,113.42099999999999
AG_01832,Marketing Assistant,Gemini-Pro,Server,Text Processing,2,4,0.7925,0.7837,0.7901,13.63,565.29,224.5,38.4,0.0068,False,0.8836,False,False,0.7532,0.7339,2025-02-16 04:16:16,0.9701,0.78914,101.17179487179487,121.852
AG_02784,Sales Assistant,GPT-4o,Server,Communication,2,1,0.852,0.8694,0.8442,28.74,463.75,227.3,34.8,0.0119,False,0.95,False,False,0.7051,0.9222,2025-02-16 04:16:16,0.8651,0.8548800000000001,66.26976744186047,96.5
AG_04066,Content Creator,Transformer-XL,Cloud,Learning & Adaptation,8,7,0.3268,0.4559,0.4785,64.52,1686.8,517.8,91.2,0.0267,True,0.3995,False,False,0.8133,0.9377,2025-02-16 04:16:16,0.7837,0.41103999999999996,14.838989169675088,97.965
AG_01229,Customer Service,Transformer-XL,Mobile,Data Analysis,5,6,0.4609,0.6226,0.5619,68.46,573.12,315.1,50.8,0.026,True,0.5441,False,True,0.8769,0.7537,2025-02-16 04:16:16,0.9064,0.53971,19.98925925925926,98.087
AG_04278,Document Processor,Falcon-180B,Desktop,Planning & Scheduling,7,5,0.3885,0.4635,0.5167,33.77,310.31,448.8,89.8,0.0157,True,0.4401,False,True,0.7803,0.7719,2025-02-16 04:16:16,0.7903,0.44945999999999997,26.91377245508982,80.807
AG_04666,HR Recruiter,PaLM-2,Hybrid,Planning & Scheduling,3,5,0.7342,0.7777,0.7161,30.78,1032.87,296.3,50.7,0.0132,False,0.8007,False,True,0.7573,0.9216,2025-02-16 04:16:16,0.9629,0.7418199999999999,52.24084507042253,126.049
AG_00196,Project Manager,Claude-3.5,Server,Data Analysis,4,5,0.6223,0.7685,0.7121,46.0,352.2,285.7,60.7,0.0182,True,0.7584,True,False,0.964,0.7478,2025-02-17 04:16:15,0.8368,0.6930999999999999,36.09895833333333,103.088
AG_00916,Project Manager,Falcon-180B,Server,Decision Making,10,8,0.3,0.4,0.3639,41.7,187.5,616.4,90.7,0.0201,True,0.3283,False,True,0.8401,0.8776,2025-02-17 04:16:15,0.7845,0.34917,16.548341232227486,102.981
AG_04383,Data Analyst,LLaMA-3,Desktop,Data Analysis,7,5,0.3977,0.5746,0.5441,58.14,264.83,476.4,101.3,0.0241,True,0.4863,True,True,0.792,0.8003,2025-02-17 04:16:16,0.8589,0.49468999999999996,19.708764940239043,84.041
AG_03747,Financial Advisor,InstructGPT,Desktop,Code Generation,7,9,0.4587,0.488,0.5912,32.02,274.49,470.3,70.0,0.0154,True,0.4755,False,True,0.9692,0.6621,2025-02-17 04:16:16,0.7845,0.50724,30.929268292682927,123.285
AG_04612,Data Analyst,LLaMA-3,Server,Learning & Adaptation,10,8,0.3,0.4,0.3801,95.31,327.75,647.3,108.4,0.0382,True,0.3499,False,False,0.7903,0.6114,2025-02-17 04:16:16,0.9119,0.35402999999999996,9.031377551020407,104.493
AG_02748,QA Tester,GPT-4o,Mobile,Text Processing,7,9,0.4623,0.5007,0.5535,25.87,1938.76,459.2,60.8,0.0132,True,0.4688,False,True,0.7896,0.7394,2025-02-17 04:16:16,0.7717,0.5011800000000001,35.2943661971831,122.816
AG_04938,QA Tester,InstructGPT,Server,Planning & Scheduling,5,7,0.5944,0.6298,0.7104,12.15,1392.42,333.9,44.8,0.0074,True,0.6591,False,False,0.9541,0.7494,2025-02-17 04:16:16,0.9272,0.63982,76.16904761904762,116.137
AG_04154,Financial Advisor,Gemini-Pro,Hybrid,Text Processing,7,5,0.3822,0.4864,0.5666,29.26,950.94,427.0,72.6,0.014,True,0.4759,False,True,0.9429,0.7042,2025-02-17 04:16:16,0.8757,0.46878,31.252,83.313
AG_03805,Email Manager,Mixtral-8x7B,Mobile,Text Processing,4,3,0.582,0.6298,0.6508,40.0,514.48,296.9,62.1,0.0163,True,0.6573,False,True,0.8828,0.6213,2025-02-17 04:16:16,0.8312,0.61698,35.6635838150289,76.011
AG_03000,Data Analyst,Falcon-180B,Desktop,Creative Writing,5,7,0.5509,0.6619,0.5985,38.87,502.6,344.3,69.7,0.0164,True,0.575,True,False,0.7196,0.8012,2025-02-17 04:16:16,0.771,0.59848,34.39540229885057,110.25
AG_02338,Data Analyst,LLaMA-3,Desktop,Decision Making,10,9,0.3,0.4,0.4051,47.39,211.23,605.6,99.6,0.0219,True,0.3904,False,False,0.8986,0.9329,2025-02-17 04:16:16,0.8535,0.36153,15.787336244541486,117.328
AG_03368,Financial Advisor,Transformer-XL,Cloud,Data Analysis,7,5,0.3,0.5192,0.5039,65.71,939.16,397.6,75.7,0.0259,True,0.4435,False,True,0.8572,0.8115,2025-02-17 04:16:16,0.9301,0.42693000000000003,15.87100371747212,81.045
AG_02206,Translation Agent,InstructGPT,Mobile,Research & Summarization,4,6,0.6152,0.7007,0.7067,37.8,3969.84,358.9,63.1,0.0162,True,0.7573,True,True,0.9563,0.9295,2025-02-17 04:16:16,0.9368,0.6683,38.854651162790695,113.011
AG_04597,Customer Service,LLaMA-3,Hybrid,Problem Solving,8,7,0.3019,0.4598,0.5028,96.62,255.95,491.3,100.1,0.0371,True,0.3572,False,False,0.9051,0.8294,2025-02-17 04:16:16,0.9484,0.40954,10.749081364829395,95.004
AG_04304,QA Tester,Transformer-XL,Edge,Research & Summarization,9,9,0.3,0.4,0.3718,42.58,452.23,570.4,92.4,0.0199,True,0.3708,True,True,0.778,0.6753,2025-02-17 04:16:16,0.8469,0.35153999999999996,16.8200956937799,115.956
AG_04311,Project Manager,CodeT5+,Mobile,Learning & Adaptation,7,5,0.4036,0.53,0.5292,103.52,383.45,412.4,77.0,0.0386,True,0.5444,False,True,0.8817,0.902,2025-02-17 04:16:16,0.9428,0.47920000000000007,12.101010101010102,88.108
AG_03381,Research Assistant,InstructGPT,Cloud,Decision Making,5,7,0.5898,0.7059,0.6947,14.35,1787.91,373.9,70.7,0.0085,True,0.6506,False,False,0.8737,0.9167,2025-02-17 04:16:16,0.7547,0.6561,69.06315789473683,115.542
AG_03663,Task Planner,Gemini-Pro,Server,Communication,4,3,0.6466,0.6592,0.7184,18.9,657.9,275.7,52.4,0.0091,True,0.7191,False,True,0.9434,0.625,2025-02-17 04:16:16,0.9009,0.67192,66.52673267326732,80.33699999999999
AG_02560,HR Recruiter,Claude-3.5,Desktop,Problem Solving,10,8,0.3,0.4,0.3658,105.01,664.21,559.4,82.3,0.0406,True,0.3399,False,False,0.8741,0.6905,2025-02-17 04:16:16,0.8018,0.34974,8.407211538461539,103.793
AG_00803,Code Assistant,Claude-3.5,Hybrid,Planning & Scheduling,3,5,0.816,0.8602,0.7654,10.25,827.75,306.9,41.4,0.0065,False,0.8163,False,False,0.9488,0.6945,2025-02-18 04:16:15,0.9036,0.8140799999999999,108.544,127.141
AG_00667,HR Recruiter,Claude-3.5,Cloud,Communication,4,6,0.6472,0.6391,0.7527,18.18,2219.01,323.0,47.9,0.0093,True,0.7868,False,True,0.7688,0.8019,2025-02-18 04:16:15,0.8131,0.67642,65.67184466019418,115.076
AG_00167,QA Tester,InstructGPT,Desktop,Code Generation,5,7,0.6211,0.6278,0.6822,65.62,153.33,314.1,47.3,0.025,True,0.7468,False,False,0.7799,0.7502,2025-02-18 04:16:15,0.8116,0.64144,24.670769230769228,122.27600000000001
AG_00493,Content Creator,GPT-4o,Cloud,Text Processing,2,2,0.8353,0.842,0.8472,30.78,709.96,148.7,48.3,0.0117,False,0.9134,False,False,0.8329,0.6904,2025-02-18 04:16:15,0.9383,0.8408800000000001,66.21102362204725,103.938
AG_00405,Project Manager,Mixtral-8x7B,Cloud,Decision Making,5,5,0.5214,0.6281,0.6403,38.9,963.03,320.6,57.0,0.0162,True,0.5805,False,True,0.9428,0.6854,2025-02-18 04:16:15,0.9723,0.5890799999999999,34.24883720930232,90.63499999999999
AG_00505,Content Creator,Gemini-Pro,Hybrid,Creative Writing,7,5,0.4693,0.5124,0.5198,24.75,239.24,434.6,68.0,0.0126,True,0.5509,True,False,0.8567,0.782,2025-02-18 04:16:15,0.8905,0.49737999999999993,36.5720588235294,88.56299999999999
AG_00613,QA Tester,Falcon-180B,Cloud,Decision Making,5,7,0.5166,0.5991,0.6192,35.85,237.26,365.9,53.4,0.0156,True,0.6513,False,False,0.9048,0.7284,2025-02-18 04:16:15,0.7744,0.57213,34.46566265060241,115.59100000000001
AG_01064,HR Recruiter,LLaMA-3,Cloud,Text Processing,7,6,0.4583,0.4909,0.537,28.16,1572.06,436.3,85.0,0.0137,True,0.4791,False,False,0.737,0.6399,2025-02-18 04:16:15,0.8053,0.49168999999999996,33.44829931972789,93.537
AG_00084,Marketing Assistant,Mixtral-8x7B,Desktop,Communication,6,6,0.4598,0.5954,0.6427,16.81,1492.92,439.7,56.7,0.01,True,0.5895,False,False,0.9055,0.7824,2025-02-18 04:16:15,0.9497,0.55535,50.48636363636364,101.265
AG_04495,Code Assistant,Mixtral-8x7B,Hybrid,Learning & Adaptation,9,8,0.3,0.4,0.3859,108.22,1010.3,532.9,100.1,0.0414,True,0.3694,False,False,0.8957,0.6059,2025-02-18 04:16:16,0.9295,0.35577,8.390801886792453,105.858
AG_02383,Document Processor,Transformer-XL,Desktop,Text Processing,6,7,0.4079,0.5692,0.5604,27.13,108.01,402.0,68.6,0.0131,True,0.5362,False,False,0.9065,0.7324,2025-02-18 04:16:16,0.9786,0.50204,35.60567375886525,107.53399999999999
AG_01844,HR Recruiter,LLaMA-3,Mobile,Code Generation,6,8,0.489,0.6268,0.5911,41.39,375.63,325.4,62.1,0.0171,True,0.5478,False,True,0.8434,0.8668,2025-02-18 04:16:16,0.8013,0.56097,30.992817679558005,118.346
AG_01843,Social Media Manager,LLaMA-3,Cloud,Communication,4,2,0.7018,0.7058,0.7448,21.86,1351.03,390.3,62.9,0.0112,False,0.7416,False,False,0.8076,0.6061,2025-02-18 04:16:16,0.838,0.7159,58.68032786885246,91.912
AG_01837,Project Manager,PaLM-2,Desktop,Learning & Adaptation,10,10,0.3,0.4,0.36,83.97,388.66,559.2,99.9,0.0336,True,0.4255,False,True,0.9443,0.6172,2025-02-18 04:16:16,0.787,0.348,10.057803468208093,129.785
AG_02435,Code Assistant,Claude-3.5,Cloud,Data Analysis,6,7,0.5017,0.617,0.6088,39.2,307.46,412.5,60.9,0.0172,True,0.6049,False,False,0.8298,0.8632,2025-02-18 04:16:16,0.8416,0.56842,31.231868131868133,112.34299999999999
AG_01272,Sales Assistant,GPT-4o,Desktop,Creative Writing,8,6,0.4126,0.4904,0.497,43.39,702.61,504.2,84.6,0.0195,True,0.4923,False,False,0.9243,0.7662,2025-02-18 04:16:16,0.8984,0.46126,22.50048780487805,94.461
AG_02603,Financial Advisor,PaLM-2,Server,Learning & Adaptation,7,8,0.4636,0.5388,0.4568,110.61,1042.56,416.5,63.8,0.041,True,0.5671,False,False,0.8843,0.6773,2025-02-18 04:16:16,0.8438,0.48412,11.526666666666666,119.697
AG_04035,Customer Service,CodeT5+,Desktop,Planning & Scheduling,4,2,0.6488,0.6874,0.6581,28.46,370.15,270.0,44.9,0.0122,True,0.7171,False,True,0.9111,0.854,2025-02-18 04:16:16,0.8576,0.66317,50.24015151515152,70.197
AG_02110,Sales Assistant,Transformer-XL,Cloud,Data Analysis,7,9,0.3401,0.4914,0.4935,77.44,826.66,478.7,66.9,0.0306,True,0.4229,True,False,0.7675,0.6888,2025-02-18 04:16:16,0.8381,0.43151000000000006,13.655379746835447,119.60300000000001
AG_02705,Research Assistant,InstructGPT,Hybrid,Planning & Scheduling,6,7,0.4941,0.525,0.5881,12.89,170.43,390.6,65.9,0.0082,True,0.517,False,False,0.8861,0.7433,2025-02-18 04:16:16,0.9133,0.53157,57.779347826086955,106.19
AG_04794,Translation Agent,GPT-4o,Mobile,Code Generation,6,7,0.5214,0.6487,0.6599,47.51,112.14,432.8,67.4,0.0202,True,0.6649,False,True,0.8489,0.6343,2025-02-18 04:16:16,0.8554,0.60114,28.35566037735849,116.543
AG_03417,Data Analyst,InstructGPT,Desktop,Code Generation,7,6,0.4169,0.4729,0.5291,73.57,282.7,449.3,64.9,0.029,True,0.5233,False,True,0.9499,0.8418,2025-02-18 04:16:16,0.8458,0.46736,15.578666666666665,96.631
AG_04477,Project Manager,PaLM-2,Mobile,Decision Making,6,4,0.5438,0.5496,0.5899,45.89,493.91,400.9,83.7,0.0193,True,0.5707,False,True,0.9229,0.7751,2025-02-18 04:16:16,0.9717,0.5593699999999999,27.5551724137931,79.949
AG_02077,Content Creator,Falcon-180B,Server,Problem Solving,10,8,0.3,0.4,0.3842,63.05,2068.08,640.5,90.4,0.0274,True,0.4036,False,True,0.706,0.6528,2025-02-18 04:16:16,0.9133,0.35525999999999996,12.509154929577463,108.25200000000001
AG_03855,Research Assistant,Claude-3.5,Mobile,Creative Writing,8,8,0.3,0.4778,0.4868,34.76,574.71,481.9,100.5,0.0164,True,0.4066,True,True,0.7505,0.8714,2025-02-18 04:16:16,0.9224,0.40938,23.52758620689655,108.462
AG_01197,QA Tester,Falcon-180B,Edge,Decision Making,9,8,0.3,0.4,0.4553,40.86,483.16,546.3,100.7,0.0191,True,0.3978,False,True,0.7814,0.9409,2025-02-18 04:16:16,0.8538,0.37659,18.735820895522387,107.846
AG_03264,Financial Advisor,LLaMA-3,Hybrid,Planning & Scheduling,7,6,0.3607,0.4847,0.5351,30.69,597.76,475.4,75.2,0.015,True,0.4108,False,True,0.729,0.9091,2025-02-18 04:16:16,0.7815,0.45022,28.13875,88.756
AG_00426,Task Planner,InstructGPT,Cloud,Data Analysis,5,3,0.5148,0.663,0.6349,69.96,314.7,375.9,59.9,0.0271,True,0.517,False,True,0.9579,0.9416,2025-02-19 04:16:15,0.8011,0.59529,21.184697508896797,66.19
AG_00904,Translation Agent,Falcon-180B,Hybrid,Data Analysis,7,9,0.3622,0.5188,0.5001,64.31,808.14,495.2,73.4,0.0264,True,0.4332,False,True,0.8816,0.6099,2025-02-19 04:16:15,0.7534,0.45055,16.443430656934307,120.324
AG_00473,Task Planner,CodeT5+,Server,Code Generation,8,10,0.3134,0.4766,0.4741,44.34,130.63,509.4,101.8,0.0199,True,0.3499,False,False,0.9085,0.6589,2025-02-19 04:16:15,0.7937,0.41057,19.6444976076555,124.493
AG_00568,Task Planner,GPT-4o,Edge,Decision Making,7,5,0.4263,0.4952,0.5455,61.15,1149.48,426.1,76.4,0.0246,True,0.5523,False,True,0.903,0.9132,2025-02-19 04:16:15,0.777,0.48273,18.856640624999997,88.661
AG_01017,Content Creator,InstructGPT,Server,Problem Solving,7,9,0.3018,0.5648,0.5528,90.62,402.95,451.3,88.2,0.0347,True,0.3446,False,False,0.8091,0.6002,2025-02-19 04:16:15,0.8573,0.45599999999999996,12.773109243697476,114.122
AG_03251,Email Manager,InstructGPT,Desktop,Research & Summarization,8,10,0.3,0.4618,0.518,43.21,438.55,520.7,95.5,0.0196,True,0.4279,True,False,0.7255,0.9438,2025-02-19 04:16:16,0.8595,0.41394,20.094174757281554,129.953
AG_02004,Code Assistant,PaLM-2,Edge,Data Analysis,6,7,0.4605,0.5883,0.5847,45.66,383.59,453.5,59.0,0.0198,True,0.5141,True,True,0.9191,0.8253,2025-02-19 04:16:16,0.825,0.5361,25.77403846153846,105.987
AG_01661,Translation Agent,GPT-4o,Hybrid,Problem Solving,10,10,0.3,0.4,0.4307,87.45,581.2,624.7,95.6,0.0354,True,0.426,False,True,0.9308,0.8528,2025-02-19 04:16:16,0.9466,0.36921,10.143131868131867,129.82
AG_01744,Email Manager,LLaMA-3,Mobile,Creative Writing,6,6,0.4406,0.6067,0.6147,40.33,1326.96,379.9,52.6,0.0172,True,0.5528,False,True,0.9509,0.9019,2025-02-19 04:16:16,0.7856,0.54266,29.816483516483515,98.696
AG_04751,Customer Service,Gemini-Pro,Hybrid,Research & Summarization,5,6,0.594,0.6303,0.68,67.15,538.18,348.3,71.4,0.0259,True,0.7074,False,False,0.8198,0.7913,2025-02-19 04:16:16,0.8449,0.63069,23.445724907063195,109.518
AG_03071,Translation Agent,Mixtral-8x7B,Edge,Learning & Adaptation,10,9,0.3,0.4,0.3827,68.33,116.57,611.5,92.8,0.0289,True,0.3234,False,True,0.809,0.6485,2025-02-19 04:16:16,0.7505,0.35480999999999996,11.866555183946486,112.638
AG_03240,Email Manager,CodeT5+,Edge,Text Processing,3,1,0.7271,0.7448,0.705,36.25,341.51,230.9,53.6,0.0144,False,0.8071,False,True,0.7863,0.8633,2025-02-19 04:16:16,0.9349,0.72578,47.128571428571426,86.497
AG_01334,Marketing Assistant,Falcon-180B,Server,Code Generation,9,10,0.3,0.4,0.4464,55.12,1347.49,535.8,82.4,0.0237,True,0.4163,False,False,0.7908,0.6307,2025-02-19 04:16:16,0.8918,0.37392000000000003,15.13846153846154,129.141
AG_04676,Data Analyst,InstructGPT,Desktop,Text Processing,2,1,0.7298,0.8854,0.7853,19.14,589.72,208.2,33.4,0.0085,False,0.8256,False,False,0.9101,0.8017,2025-02-19 04:16:16,0.8885,0.7931299999999999,83.48736842105261,87.792
AG_01138,Sales Assistant,Mixtral-8x7B,Mobile,Text Processing,6,7,0.4849,0.6069,0.5891,31.07,141.54,392.7,71.5,0.0143,True,0.5816,False,True,0.7472,0.9417,2025-02-19 04:16:16,0.8623,0.5527599999999999,36.12810457516339,110.712
AG_04149,QA Tester,Transformer-XL,Server,Text Processing,5,7,0.4615,0.5081,0.6407,11.85,412.45,314.5,65.4,0.0071,True,0.539,False,False,0.9218,0.794,2025-02-19 04:16:16,0.7655,0.52924,65.33827160493829,107.73
AG_03213,Document Processor,Transformer-XL,Cloud,Planning & Scheduling,5,4,0.5398,0.5743,0.6404,29.94,226.77,332.2,81.1,0.0133,True,0.6695,False,False,0.7928,0.6814,2025-02-19 04:16:16,0.8618,0.58033,40.58251748251748,86.86500000000001
AG_03874,HR Recruiter,CodeT5+,Desktop,Problem Solving,9,8,0.3068,0.4,0.4307,46.4,1077.12,530.8,81.6,0.0208,True,0.4105,False,False,0.7999,0.7319,2025-02-19 04:16:16,0.7753,0.37193,17.061009174311927,108.735
